11,1
53,1
65,1
67,2
68,1
70,2
77,1
78,2
82,1
83,2
90,2
97,7
98,3
99,9
100,9
101,2
102,5
103,4
104,1
106,3
108,6
109,8
110,3
111,4
112,5
114,7
115,12
116,9
117,3
118,4
120,1
122,1
193,1
194,1
195,2
199,1
200,2
201,1
202,1
203,1
206,2
208,1
210,1
211,1
216,1
225,10
226,3
227,5
228,5
230,2
231,5
232,1
233,1
235,1
236,4
237,4
238,1
239,3
240,5
241,1
242,5
243,7
244,6
245,2
246,2
285,1
309,1
317,1
321,1
325,1
327,1
329,3
333,1
336,1
349,1
353,10
354,3
355,2
356,4
357,1
358,2
359,2
361,1
362,2
363,2
364,1
365,3
366,3
368,6
369,1
370,6
371,1
372,2
373,4
374,3
377,1
422,1
433,1
450,1
451,1
454,3
457,1
460,3
462,1
463,1
481,3
482,3
483,11
484,3
486,4
487,2
488,2
489,1
492,4
493,6
494,2
496,4
498,4
499,9
500,6
501,2
502,3
506,1
507,1
511,1
541,1
581,1
589,1
594,2
609,16
610,3
611,6
612,3
613,1
614,7
615,2
617,3
619,2
620,2
621,5
622,4
623,4
624,9
626,7
627,4
628,5
629,3
630,3
632,1
706,2
720,1
723,1
726,1
727,1
733,1
737,11
738,4
739,7
740,3
741,2
742,7
743,7
744,1
745,3
747,1
748,5
749,7
750,2
751,5
752,4
753,1
754,4
755,5
756,4
757,2
758,1
762,1
783,1
815,1
833,3
834,2
837,2
840,1
842,1
844,2
845,1
848,1
850,1
851,1
856,2
857,1
858,1
861,1
865,5
866,4
867,5
868,6
869,1
870,3
871,4
872,1
873,2
874,2
876,4
877,5
878,2
879,6
880,4
882,6
883,4
884,4
885,2
886,6
949,1
962,1
963,1
965,2
966,1
972,1
976,1
978,1
979,1
981,1
993,8
994,2
995,3
996,2
997,3
998,2
999,2
1004,2
1005,1
1006,2
1007,3
1008,3
1010,7
1011,3
1012,4
1013,4
1019,1
1091,1
1092,1
1094,2
1100,1
1104,1
1107,2
1109,1
1114,1
1121,6
1122,3
1123,5
1124,4
1125,1
1126,5
1127,4
1128,1
1132,5
1133,6
1134,4
1136,3
1138,7
1139,5
1140,4
1141,3
1142,4
1146,2
1147,1
1150,1
1199,1
1201,1
1218,2
1219,2
1224,2
1226,1
1228,1
1231,2
1232,1
1235,1
1245,1
1249,6
1250,5
1251,6
1252,3
1254,1
1255,3
1256,1
1257,4
1258,1
1260,4
1261,2
1262,1
1263,3
1264,4
1266,5
1267,3
1268,3
1269,1
1270,3
1272,1
1277,1
1329,1
1341,1
1347,1
1351,1
1353,1
1354,2
1357,2
1363,1
1369,2
1375,1
1377,10
1378,1
1379,3
1380,3
1381,1
1382,3
1383,4
1385,2
1386,2
1387,2
1388,3
1389,2
1390,3
1391,1
1392,3
1393,1
1394,4
1395,3
1396,5
1397,3
1398,6
