8,1
10,1
12,1
14,1
18,2
19,2
21,1
23,1
26,2
28,1
34,2
36,1
37,2
39,1
40,1
42,4
43,1
44,1
45,1
47,1
49,2
56,1
58,1
60,1
61,1
63,1
64,1
68,2
70,1
73,2
76,1
78,1
79,1
82,1
83,2
85,2
86,1
88,2
89,1
90,1
91,1
94,1
95,2
98,1
100,2
103,1
104,1
106,2
109,1
110,2
114,1
115,3
116,1
119,2
120,1
121,1
125,2
128,2
137,1
143,1
147,1
149,1
155,1
157,1
171,1
176,1
179,2
182,1
184,1
186,1
188,2
191,1
192,2
197,2
200,1
202,2
203,2
206,2
207,2
208,2
210,2
211,1
213,2
214,3
216,4
217,2
219,1
222,6
226,1
227,2
230,1
236,1
237,1
239,1
240,1
241,1
245,1
246,2
248,1
249,1
250,1
257,1
262,1
264,1
266,1
269,1
271,1
272,1
273,1
274,3
275,2
276,1
277,1
278,1
279,3
280,1
281,1
282,1
283,2
291,2
292,1
296,2
298,4
299,1
300,3
301,1
302,1
303,3
304,1
305,1
306,2
307,1
315,3
317,1
319,5
323,1
324,1
328,2
329,1
330,1
332,1
333,2
337,3
339,2
349,1
353,2
357,1
358,1
359,1
361,1
364,1
366,2
367,1
368,3
372,1
377,1
378,1
379,2
380,1
383,1
386,2
388,1
389,1
390,1
391,1
392,1
393,3
397,1
398,1
399,1
403,2
404,1
406,1
407,3
411,1
412,1
416,1
417,3
421,3
422,2
426,2
430,2
431,1
434,1
435,1
436,1
438,1
443,2
445,2
446,1
447,1
448,1
451,1
453,1
455,1
456,1
457,1
458,2
460,1
461,3
462,2
463,3
464,2
466,1
467,1
470,1
471,2
472,2
473,1
474,1
476,1
478,2
479,1
480,1
483,1
484,1
486,1
488,1
489,3
490,1
491,1
492,3
496,1
497,2
499,1
502,1
505,1
506,1
508,1
514,1
518,1
521,1
524,1
525,2
526,2
530,2
531,2
532,1
533,1
534,2
535,1
539,1
543,1
544,2
546,1
547,1
549,4
550,1
552,2
555,1
557,2
558,1
560,2
563,1
564,1
565,2
569,2
573,2
575,3
576,1
577,1
578,1
581,2
585,2
587,1
588,2
590,1
591,2
592,2
600,3
601,2
607,1
608,3
616,1
620,2
623,1
626,1
629,2
632,2
640,1
644,1
645,1
646,1
647,1
649,1
651,1
652,1
653,1
659,1
661,2
663,1
666,1
669,2
