11613,57
1,0
3,2
2,1
1,0
1,0
1,0
12,3
3,1
2,1
4,2
5,3
8,4
4,2
8,2
2,1
1,0
1,0
2,1
2,1
3,1
5,3
2,1
1,0
5,1
1,0
7,3
3,1
17,5
4,3
3,2
3,1
2,1
1,0
6,2
6,3
1,0
1,0
2,1
1,0
7,2
8,4
1,0
8,3
2,1
7,2
1,0
6,4
13,5
29,6
1,0
1,0
1,0
2,1
1,0
12,4
4,2
6,2
29,10
4,2
9,5
10,6
1,0
2,1
1,0
6,3
1,0
2,1
1,0
4,2
7,2
1,0
2,1
2,1
2,1
3,1
7,4
3,2
3,1
3,1
4,3
16,5
2,1
1,0
1,0
1,0
5,3
1,0
2,1
3,1
3,2
1,0
1,0
6,3
1,0
4,2
8,2
9,4
4,2
13,4
6,3
5,2
3,2
8,3
2,1
1,0
1,0
1,0
2,1
5,3
13,7
3,2
1,0
1,0
4,2
7,2
10,4
6,4
2,1
1,0
1,0
2,1
1,0
1,0
3,1
1,0
1,0
1,0
1,0
2,1
1,0
1,0
10,3
1,0
1,0
1,0
2,1
1,0
1,0
2,1
2,1
2,1
7,3
1,0
2,1
4,2
3,1
4,1
3,2
3,1
30,4
1,0
1,0
1,0
1,0
4,2
1,0
7,2
11,6
4,1
2,1
2,1
1,0
3,2
8,3
5,3
4,2
1,0
24,10
7,2
17,5
6,2
3,1
4,2
20,5
7,2
5,2
16,7
9,4
1,0
2,1
1,0
1,0
1,0
16,5
6,3
1,0
2,1
4,2
3,1
1,0
3,1
1,0
3,1
1,0
2,1
1,0
7,3
9,4
7,2
6,3
2,1
14,4
2,1
14,4
2,1
4,1
2,1
4,1
6,2
8,3
4,2
1,0
3,1
3,2
1,0
4,3
2,1
12,7
5,3
1,0
7,2
5,2
1,0
2,1
4,2
4,2
19,7
2,1
1,0
2,1
2,1
3,1
1,0
1,0
2,1
1,0
1,0
2,1
14,4
3,1
5,3
4,2
6,2
7,2
3,1
2,1
5,2
16,5
1,0
1,0
3,2
1,0
1,0
4,3
8,3
1,0
2,1
2,1
5,2
1,0
2,1
2,1
2,1
8,3
2,1
1,0
1,0
3,1
6,4
1,0
1,0
9,5
1,0
1,0
2,1
5,3
1,0
1,0
2,1
7,3
9,3
3,1
1,0
3,1
9,5
3,1
2,1
5,2
1,0
2,1
2,1
1,0
1,0
1,0
4,1
1,0
1,0
1,0
1,0
3,1
8,3
2,1
1,0
2,1
1,0
4,1
1,0
2,1
2,1
4,2
2,1
1,0
1,0
3,2
3,1
8,4
1,0
4,2
2,1
3,1
1,0
2,1
1,0
2,1
2,1
1,0
1,0
21,4
3,1
3,1
2,1
1,0
2,1
8,3
3,1
1,0
2,1
1,0
3,1
8,3
2,1
7,2
3,1
3,1
1,0
5,2
1,0
1,0
