13,1
32,1
41,1
57,2
63,1
68,1
89,1
194,2
195,4
197,3
199,3
200,1
201,1
204,2
205,5
209,2
210,1
212,1
215,1
216,2
217,1
218,1
219,1
220,1
221,1
223,1
224,10
225,10
228,17
229,6
230,1
231,1
232,3
234,7
235,6
236,6
237,4
238,2
239,6
240,8
241,5
243,2
244,2
245,8
249,1
251,5
252,1
254,3
255,4
256,1
263,1
277,1
298,1
300,1
333,1
337,1
353,2
362,1
366,1
376,1
412,1
442,1
448,1
451,2
452,2
453,2
454,1
456,2
458,1
463,1
465,1
467,2
471,2
472,2
474,4
475,1
476,1
477,2
478,2
480,3
481,10
483,1
484,6
485,4
486,6
487,2
488,4
489,1
490,3
491,4
492,1
493,4
494,1
495,1
496,6
497,6
498,6
499,1
500,2
501,7
503,1
504,3
505,2
506,4
507,3
508,6
509,3
510,2
511,1
520,1
546,1
548,1
568,1
570,1
571,1
577,1
601,1
615,1
645,1
659,1
700,1
702,1
705,1
706,3
707,3
708,3
710,1
712,1
714,2
715,2
716,2
717,4
720,1
722,1
726,2
727,1
728,1
729,2
730,1
733,1
736,5
737,10
739,1
740,7
741,3
743,1
744,1
746,3
747,3
748,5
749,1
750,2
751,4
752,9
753,5
754,2
755,2
756,3
757,9
760,4
761,3
762,1
763,9
764,1
765,2
766,3
767,1
771,1
775,1
780,1
782,1
784,1
786,1
787,1
788,1
817,1
820,1
846,1
863,1
873,1
890,1
906,1
924,1
935,1
942,1
959,1
961,2
962,1
963,1
964,2
966,2
967,4
968,2
969,1
970,1
971,1
972,2
978,1
982,2
984,7
986,1
987,1
989,1
990,1
992,3
993,3
994,1
995,3
996,4
997,3
998,6
1000,5
1001,1
1002,8
1003,1
1004,2
1005,1
1006,7
1007,3
1008,3
1009,6
1010,7
1011,3
1012,2
1013,4
1014,1
1015,1
1016,10
1017,6
1018,5
1019,3
1020,7
1021,8
1022,2
1023,2
1024,1
1025,1
1026,1
1032,1
1034,2
1037,1
1056,1
1167,2
1171,1
1179,1
1217,1
1218,3
1219,3
1220,1
1222,1
1223,3
1224,1
1225,1
1226,1
1227,2
1228,2
1229,4
1234,2
1237,1
1239,1
1240,3
1241,1
1243,2
1245,1
1248,4
1249,8
1252,6
1253,2
1254,2
1255,1
1256,2
1258,2
1259,4
1260,5
1261,2
1262,8
1263,1
1264,4
1265,2
1266,1
1267,1
1268,2
1269,6
1270,1
1272,2
1273,4
1274,1
1275,13
1278,4
1279,3
1280,1
1295,1
1324,1
1335,1
1340,1
1379,1
1411,1
1421,1
1426,1
1427,1
1469,1
1474,2
1475,3
1476,1
1478,2
1480,2
1483,2
1484,1
1485,2
1486,3
1488,1
1490,1
1491,1
1492,1
1494,1
1495,1
1496,2
1498,2
1500,1
1501,1
1503,1
1504,1
1505,5
1507,2
1508,3
1509,1
1510,3
1511,1
1512,6
1513,2
1514,3
1515,2
1516,3
1517,6
1518,4
1519,2
1520,4
1522,6
1523,2
1524,4
1525,1
1527,3
1528,8
1529,3
1530,2
1531,1
1532,9
1533,3
1534,2
1535,1
1537,2
1539,1
1544,1
1558,1
1563,1
1567,1
1570,1
1576,1
1578,1
1615,1
1669,1
1680,1
1681,1
1684,1
1722,1
1729,1
1730,3
1731,3
1732,1
1734,3
1735,1
1736,1
1739,2
1740,2
1741,2
1742,1
1743,1
1745,2
1746,2
1749,1
1751,5
1752,2
1754,3
1756,1
1760,3
1761,10
1762,1
1764,6
1765,5
1767,1
1768,3
1769,3
1770,2
1771,3
1772,5
1773,4
1774,2
1775,9
1776,4
1777,6
1779,3
1780,2
1781,11
1783,1
1784,1
1785,1
1787,9
1789,2
1790,2
1791,2
1800,1
1812,1
1882,1
1887,1
1888,1
1893,1
1911,1
1925,1
1978,1
1986,3
1987,1
1988,2
1990,2
1991,1
1992,1
1993,1
1995,2
1997,2
1998,3
2001,1
2002,2
2007,1
2008,1
2011,1
2016,2
2017,5
2018,2
2019,1
2020,4
2021,4
2022,4
2023,3
2024,3
2025,3
2026,6
2027,2
2028,7
2029,4
2030,2
2031,3
2032,2
2033,4
2034,6
2035,3
2036,1
2037,5
2039,2
2040,10
2042,2
2043,3
2044,6
2045,2
2046,1
2047,2
2056,1
2058,2
2075,1
2093,1
2099,1
2109,1
2111,1
2146,1
2177,1
2184,1
2234,1
2240,1
2242,3
2243,2
2244,2
2246,3
2247,5
2248,1
2249,1
2251,1
2252,2
2253,2
2254,1
2257,1
2258,1
2259,1
2263,3
2265,1
2266,1
2272,12
2273,5
2276,9
2277,6
2279,1
2281,2
2282,2
2283,5
2284,6
2285,4
2286,2
2287,3
2288,7
